player_id,nome,eta,genere,paese,città,mestiere,istruzione,soddisfazione,classe_personaggio,livello,salute_media,attacco_medio,destrezza,oggetti_usati,numero_battaglie,numero_vittorie,numero_sconfitte,tempo_totale_giocato,crediti_attuali,spesa_mensile,numero_acquisti,tipo_acquisti,abbonamento_attivo,rimborso_totale,giorni_attivi,sessioni_giornaliere_medie,durata_media_sessione,ora_punta_login,giorno_settimana_attivo,pausa_media_tra_sessioni,tipo_dispositivo,versione_app,numero_crash,latency_media,bug_rilevati,cluster_comportamentale,canale_acquisizione,campagne_risposta,profilo_social_integrato
23761,Nicole,,F,Cameroon,North Jennifer,Hospital doctor,Università,4,Mago,19,67.0,12.0,20,"Spada,Bomba",109,145,94,14678,2063.0,8.0,30,"Spada,Bomba,Bomba",0,699,67,2.8,80,10,Lun,22.5,Mobile,1.0,8,82,6,Hardcore,Organic,18,0
23762,Kyle,24.0,M,Italy,South Cassandraview,Personnel officer,Università,7,Guerriero,17,41.0,27.0,10,Pozione,347,472,452,3530,3602.0,8.0,85,"Bomba,Pozione",0,479,49,2.7,9,17,Mar,46.1,PC,1.0,4,279,5,Casual,Organic,9,0
23763,David,52.0,F,Tunisia,Gregoryfort,"Designer, furniture",Università,2,Ladro,38,43.0,29.0,19,"Bomba,Spada,Pozione",420,121,250,11095,3147.0,44.0,83,Pozione,1,505,15,4.3,163,13,Gio,10.4,Mobile,2.0,6,214,1,Casual,Referral,17,0
23764,Rebecca,55.0,F,Mauritius,Lake Paul,Archaeologist,Superiore,4,Ladro,49,83.0,35.0,1,"Bomba,Scudo,Medaglione",297,62,100,12123,3002.0,27.0,81,Pozione,0,522,92,1.8,29,11,Sab,61.7,PC,1.1,7,28,1,Hardcore,Organic,17,1
23765,Laura,,F,Guernsey,East Sarahchester,Estate agent,Superiore,2,Ladro,31,42.0,23.0,11,"Scudo,Medaglione,Spada",304,275,351,17198,3510.0,8.0,19,Pozione,1,597,280,4.6,120,20,Dom,67.9,PC,1.1,0,152,5,Casual,Pubblicità,3,1
23766,Raymond,52.0,F,Zimbabwe,New Brentland,Biomedical scientist,Università,4,Guerriero,14,74.0,41.0,9,Scudo,129,408,450,16206,3427.0,1.0,0,"Bomba,Spada,Pozione",0,652,125,2.8,45,9,Lun,38.9,PC,1.2,0,124,2,Hardcore,Organic,13,0
23767,Jonathan,35.0,F,Suriname,Kevinport,Water engineer,Università,1,Mago,84,96.0,37.0,15,"Medaglione,Medaglione,Scudo",351,83,316,4891,466.0,4.0,57,Medaglione,0,346,156,4.4,91,9,Dom,28.7,PC,1.2,8,24,3,Spender,Organic,7,0
23768,Kimberly,63.0,F,Antarctica (the territory South of 60 deg S),Donnafort,Civil Service fast streamer,Scuola Media,9,Guerriero,41,22.0,15.0,4,Medaglione,230,33,177,14360,997.0,18.0,68,"Medaglione,Pozione",0,60,49,4.4,167,18,Dom,68.2,PC,1.1,2,218,6,Casual,Pubblicità,0,0
23769,William,16.0,F,Czech Republic,West Cynthia,Corporate investment banker,Superiore,4,Mago,13,,7.0,9,Scudo,357,377,37,9624,1164.0,35.0,26,Scudo,0,266,178,4.6,106,8,Dom,7.4,Tablet,1.2,0,96,5,Hardcore,Organic,5,1
23770,David,62.0,M,Senegal,New Natalie,"Surveyor, rural practice",Scuola Media,5,Guerriero,16,63.0,39.0,2,Pozione,431,189,258,8220,,15.0,91,Medaglione,0,407,293,4.3,149,10,Gio,60.0,Tablet,1.1,7,21,4,Casual,Pubblicità,6,0
23771,Brent,33.0,F,Ethiopia,Suttonmouth,"Editor, magazine features",Superiore,10,Mago,91,,31.0,7,"Medaglione,Scudo,Pozione",253,100,457,2631,2431.0,9.0,73,Scudo,0,616,15,2.2,11,17,Ven,36.2,PC,2.0,6,41,5,Casual,Pubblicità,18,0
23772,Alex,26.0,F,American Samoa,West Johnmouth,"Conservator, museum/gallery",Superiore,1,Ladro,72,91.0,48.0,17,"Medaglione,Spada",407,367,107,10511,2384.0,6.0,26,"Medaglione,Bomba,Medaglione",0,551,207,4.0,103,2,Mer,65.9,Mobile,2.0,1,253,1,Casual,Referral,11,0
23773,Shannon,41.0,F,Spain,Conniemouth,Nature conservation officer,Post-Laurea,6,Guerriero,9,56.0,27.0,20,"Pozione,Spada",238,137,58,17458,4301.0,6.0,59,Spada,1,951,100,2.0,23,15,Lun,27.3,Mobile,1.2,0,55,2,Casual,Pubblicità,11,1
23774,Bonnie,25.0,M,Greenland,West Jerryhaven,Ceramics designer,Università,8,Mago,11,100.0,28.0,4,"Bomba,Medaglione,Medaglione",315,127,341,11259,4733.0,7.0,69,"Scudo,Spada",1,549,289,2.1,63,9,Sab,18.3,Mobile,2.0,7,30,7,Casual,Pubblicità,16,0
23775,Raymond,53.0,F,Nepal,Shawnaburgh,Counsellor,Superiore,2,,51,62.0,22.0,12,"Scudo,Scudo",88,451,335,19331,3544.0,5.0,38,"Medaglione,Scudo",0,85,344,1.7,17,9,Lun,39.6,Mobile,2.0,2,295,7,Hardcore,Organic,10,0
23776,Sandra,55.0,F,Thailand,Parkerbury,Garment/textile technologist,Superiore,9,Guerriero,35,41.0,44.0,6,"Scudo,Spada",399,282,132,18996,993.0,1.0,54,"Spada,Spada",0,506,74,4.3,34,11,Gio,48.2,PC,1.2,2,245,5,Hardcore,Pubblicità,11,0
23777,Kara,48.0,F,Mongolia,New Joshuafort,Neurosurgeon,Scuola Media,8,Mago,37,92.0,45.0,6,Pozione,173,367,5,18714,169.0,,20,Spada,0,892,70,3.2,102,10,Gio,21.1,PC,1.1,8,49,5,Casual,Pubblicità,1,0
23778,Daniel,21.0,M,Croatia,North Ann,"Engineer, manufacturing systems",Superiore,6,Ladro,98,66.0,15.0,17,"Scudo,Bomba",314,272,197,14170,2062.0,11.0,38,Medaglione,1,329,155,2.5,87,13,Mer,49.3,PC,1.0,1,202,7,Casual,Pubblicità,6,0
23779,William,63.0,F,Gambia,Thomasshire,Print production planner,Superiore,8,Mago,30,86.0,49.0,8,"Medaglione,Pozione,Pozione",280,437,314,17433,3995.0,5.0,37,Medaglione,0,597,125,1.4,102,4,Gio,69.5,PC,1.2,7,298,5,Casual,Referral,9,0
23780,Nicole,59.0,M,Isle of Man,Thomasmouth,"Solicitor, Scotland",Superiore,4,Mago,74,51.0,9.0,16,Pozione,462,356,466,16159,3457.0,3.0,79,"Spada,Bomba,Scudo",0,684,230,2.4,103,16,Sab,44.9,PC,2.0,1,38,8,Casual,Pubblicità,1,0
23781,Robert,41.0,M,Lithuania,Abigailton,Cartographer,Post-Laurea,5,Guerriero,48,41.0,7.0,11,"Medaglione,Scudo",111,197,315,6581,2170.0,3.0,19,Spada,0,554,141,0.7,171,15,Lun,52.7,Tablet,1.2,5,175,2,Casual,Pubblicità,19,0
23782,Michael,43.0,F,Central African Republic,East Mark,Passenger transport manager,Università,10,Mago,80,73.0,32.0,14,"Medaglione,Medaglione,Medaglione",281,205,69,4129,1857.0,6.0,3,"Spada,Bomba,Scudo",0,313,276,1.1,90,10,Mar,18.5,PC,1.0,2,97,1,Hardcore,Pubblicità,6,0
23783,Alice,58.0,F,Peru,West Robert,Secondary school teacher,Università,1,Mago,47,28.0,17.0,16,Bomba,442,176,133,15949,3299.0,14.0,0,"Pozione,Bomba,Scudo",0,601,128,2.4,31,17,Lun,58.3,PC,1.0,6,237,1,Hardcore,Referral,10,0
23784,Christopher,64.0,M,New Zealand,Jenniferhaven,Corporate treasurer,Superiore,4,Mago,28,43.0,43.0,20,"Spada,Scudo",139,281,75,15499,2594.0,5.0,85,"Spada,Pozione",0,902,195,1.9,170,11,Lun,51.5,Mobile,1.2,8,258,2,Casual,Organic,1,1
23785,Connie,35.0,M,United States of America,Kathrynstad,Learning disability nurse,Università,4,Guerriero,81,75.0,24.0,13,"Pozione,Bomba",298,59,281,15542,543.0,16.0,98,"Bomba,Spada",0,210,9,1.6,11,17,Dom,67.9,PC,1.0,9,110,1,Hardcore,Organic,5,1
23786,Ronald,21.0,F,El Salvador,Luisbury,Photographer,Superiore,4,Guerriero,98,63.0,6.0,5,"Spada,Pozione,Spada",272,52,262,17650,3274.0,3.0,47,"Medaglione,Pozione",1,963,45,1.2,130,1,Mar,13.0,PC,2.0,2,231,7,Hardcore,Referral,10,1
23787,Christopher,63.0,M,Ethiopia,Angelborough,Facilities manager,Scuola Media,4,Mago,83,62.0,21.0,14,"Scudo,Bomba",414,344,42,5138,2848.0,6.0,54,Medaglione,0,441,24,0.9,92,20,Dom,19.6,Mobile,1.2,3,280,8,Hardcore,Pubblicità,6,0
23788,Susan,35.0,M,Germany,West Teresa,Adult nurse,Università,7,Guerriero,26,33.0,5.0,14,Medaglione,16,239,447,1769,,7.0,94,"Scudo,Scudo,Spada",0,949,149,4.1,85,8,Lun,47.7,PC,1.0,3,93,2,Spender,Pubblicità,12,0
23789,Stephen,53.0,M,Botswana,Dustinmouth,Armed forces technical officer,Superiore,3,Ladro,29,79.0,11.0,3,"Medaglione,Medaglione,Pozione",224,315,375,2088,1415.0,8.0,33,"Bomba,Scudo,Medaglione",1,367,114,2.8,110,5,Mer,41.5,Mobile,1.1,6,264,7,Spender,Referral,18,1
23790,Ashley,52.0,M,Anguilla,Coreyland,Water quality scientist,Post-Laurea,4,Mago,3,78.0,30.0,7,"Scudo,Bomba,Pozione",373,9,316,11801,3531.0,24.0,23,"Medaglione,Medaglione",0,711,252,3.4,37,9,Gio,69.6,PC,2.0,1,282,6,Hardcore,Pubblicità,1,0
23791,Andrew,17.0,F,Belize,Lake Jessicaville,Gaffer,Università,6,Mago,16,80.0,43.0,7,"Bomba,Scudo,Scudo",212,490,450,18852,1446.0,2.0,29,"Spada,Scudo",0,214,51,1.4,102,8,Sab,56.9,PC,1.1,0,233,6,Casual,Referral,5,0
23792,Willie,54.0,M,Bolivia,Jonesmouth,Comptroller,,7,Mago,12,46.0,39.0,19,"Pozione,Pozione",396,456,239,1986,3582.0,15.0,27,Bomba,0,683,216,2.5,7,5,Sab,67.3,Mobile,1.1,6,222,2,Casual,Pubblicità,14,0
23793,Michael,64.0,M,United Kingdom,Deannamouth,Armed forces technical officer,Scuola Media,4,Guerriero,57,30.0,40.0,20,"Spada,Scudo,Pozione",336,21,337,18004,356.0,,82,"Spada,Scudo,Spada",0,730,152,3.5,34,18,Gio,48.2,PC,1.1,7,275,3,Casual,Pubblicità,4,0
23794,Shawn,,F,Bangladesh,Ballmouth,Chartered public finance accountant,Superiore,5,Guerriero,33,40.0,29.0,15,Scudo,14,349,48,17963,2584.0,2.0,4,Bomba,1,866,91,3.4,54,17,Gio,54.9,Tablet,1.2,4,141,0,Hardcore,Pubblicità,5,0
23795,Amanda,27.0,F,Netherlands Antilles,Schroederburgh,Civil Service administrator,Università,3,Mago,96,94.0,49.0,20,"Spada,Bomba",146,417,477,17001,2336.0,3.0,47,"Scudo,Bomba,Medaglione",0,406,99,4.8,48,13,Ven,65.7,Tablet,1.0,1,178,6,Spender,Referral,7,0
23796,Willie,32.0,M,Costa Rica,Lake Randytown,Paediatric nurse,Università,4,Ladro,8,33.0,10.0,16,"Medaglione,Medaglione,Scudo",368,288,236,11792,1965.0,22.0,2,"Scudo,Scudo,Spada",0,89,143,2.4,62,14,Dom,45.1,PC,1.2,7,19,4,Casual,Organic,9,0
23797,April,69.0,M,Pakistan,Amberberg,"Scientist, biomedical",Superiore,2,Ladro,91,65.0,5.0,7,"Pozione,Scudo,Spada",276,397,323,14505,4050.0,5.0,64,"Spada,Medaglione,Scudo",0,919,304,2.2,19,12,Sab,42.2,PC,2.0,8,63,1,Hardcore,Pubblicità,19,0
23798,Teresa,57.0,M,Ethiopia,Jacobsmouth,"Programmer, systems",Università,8,Guerriero,70,58.0,22.0,6,"Bomba,Medaglione",287,288,204,14569,3308.0,7.0,87,"Scudo,Pozione,Pozione",0,344,152,1.6,151,9,Sab,22.9,Mobile,1.0,4,211,4,Casual,Organic,9,1
23799,Mary,21.0,M,Turkmenistan,West Kathrynside,"Therapist, sports",Superiore,2,Guerriero,11,80.0,43.0,2,Pozione,351,50,8,12228,2347.0,1.0,41,"Medaglione,Medaglione,Medaglione",0,731,347,2.3,96,8,Lun,37.9,Mobile,1.0,5,150,5,Hardcore,Pubblicità,8,0
23800,Kimberly,27.0,F,Lithuania,East Peggyborough,Therapeutic radiographer,Scuola Media,9,Ladro,98,45.0,12.0,16,"Bomba,Bomba",89,244,461,11173,2544.0,2.0,30,Medaglione,1,573,70,2.0,132,19,Lun,23.6,PC,1.1,7,179,8,Hardcore,Pubblicità,11,0
23801,Bethany,15.0,M,Czech Republic,Singhville,"Therapist, art",Superiore,7,Guerriero,32,92.0,37.0,18,"Scudo,Spada",377,269,481,10831,,30.0,90,"Scudo,Spada",0,622,109,0.9,84,13,Mer,3.7,PC,1.2,9,228,3,Hardcore,Pubblicità,17,1
23802,Yesenia,25.0,M,United States of America,Jeremymouth,Production engineer,Università,5,Mago,94,94.0,49.0,13,"Medaglione,Medaglione",470,342,231,11516,3967.0,17.0,80,"Medaglione,Bomba",0,134,36,0.8,39,10,Mar,67.1,Mobile,1.2,8,169,6,Casual,Pubblicità,19,1
23803,Karen,22.0,F,Nepal,Yangfurt,Airline pilot,Superiore,8,Mago,97,39.0,19.0,7,Scudo,144,241,440,2251,2930.0,1.0,46,"Spada,Pozione",0,141,314,1.1,27,10,Gio,1.9,PC,1.0,0,151,8,Casual,Pubblicità,5,0
23804,Katrina,51.0,M,Jersey,New Rhondahaven,"Therapist, speech and language",Scuola Media,7,Ladro,12,20.0,44.0,14,"Spada,Pozione",500,432,365,3834,4890.0,7.0,29,"Spada,Medaglione",0,652,265,4.0,7,7,Ven,61.4,Mobile,1.0,6,151,0,Hardcore,Pubblicità,14,0
23805,Carlos,27.0,M,Mauritania,Christophershire,Health physicist,Superiore,3,Guerriero,85,22.0,21.0,2,"Bomba,Medaglione",202,331,112,8525,4200.0,15.0,25,"Pozione,Bomba,Spada",1,640,57,1.4,126,20,Dom,55.4,PC,1.1,3,239,1,Hardcore,Organic,0,1
23806,Timothy,55.0,F,Israel,West Danielle,Exhibition designer,Post-Laurea,6,Mago,16,45.0,7.0,3,"Pozione,Scudo",116,481,145,7325,1646.0,8.0,11,"Bomba,Pozione,Spada",0,525,71,0.6,169,17,Gio,40.5,Tablet,1.1,2,162,0,Casual,Referral,14,0
23807,William,34.0,M,Malaysia,Port Barbarahaven,Sport and exercise psychologist,Superiore,9,Guerriero,2,71.0,8.0,9,Medaglione,110,153,496,19880,3853.0,15.0,29,Medaglione,0,299,198,2.0,17,6,Lun,51.6,PC,1.1,4,265,7,Casual,Organic,7,1
23808,Andrea,58.0,F,Czech Republic,Ramosview,Chief Marketing Officer,Superiore,1,Guerriero,3,51.0,30.0,2,"Pozione,Scudo",84,352,136,16551,1090.0,1.0,85,Pozione,0,627,204,0.9,120,13,Mar,36.4,PC,1.1,9,71,9,Casual,Organic,5,1
23809,Joseph,23.0,F,Malaysia,Trevinomouth,Orthoptist,Scuola Media,6,Mago,77,78.0,31.0,20,Medaglione,397,383,6,5341,2876.0,,87,"Spada,Scudo",1,295,330,4.8,174,12,Sab,12.6,PC,2.0,8,171,0,Casual,Organic,3,0
23810,Justin,51.0,F,Suriname,Nealbury,Technical author,Superiore,7,Ladro,48,73.0,43.0,10,Scudo,152,280,334,17936,4895.0,19.0,55,"Spada,Pozione",1,441,26,2.2,19,11,Dom,2.8,Tablet,1.1,9,33,1,Hardcore,Pubblicità,1,0
23811,Donna,42.0,M,Jordan,Salazarmouth,"Librarian, public",Superiore,2,Guerriero,5,87.0,11.0,9,"Bomba,Scudo,Pozione",425,85,364,6979,744.0,9.0,87,Bomba,0,52,15,3.8,89,8,Mer,7.8,Mobile,1.1,7,166,0,Casual,Organic,16,0
23812,Cynthia,51.0,F,Guinea,Lake John,Communications engineer,Superiore,7,Guerriero,54,40.0,19.0,11,"Bomba,Bomba",471,381,136,1769,,1.0,72,Bomba,1,98,316,2.0,102,19,Dom,68.9,Tablet,1.1,5,155,6,Casual,Pubblicità,11,0
23813,Tyler,38.0,,El Salvador,New James,Ambulance person,Università,4,Mago,32,61.0,25.0,20,"Spada,Scudo",14,93,345,1062,3423.0,9.0,58,"Scudo,Medaglione",0,851,213,2.8,34,11,Gio,25.0,PC,1.1,6,109,0,Spender,Organic,19,1
23814,Jeremy,60.0,M,United States Minor Outlying Islands,South Nancybury,"Education officer, museum",Università,9,Mago,21,37.0,34.0,12,Spada,127,391,454,15927,3686.0,16.0,8,"Pozione,Scudo,Spada",0,19,183,4.8,23,15,Gio,3.9,PC,1.1,2,261,8,Casual,Organic,18,0
23815,Katie,49.0,F,Qatar,New Ryanmouth,Meteorologist,Scuola Media,6,Mago,48,60.0,49.0,10,"Spada,Scudo",38,20,176,5102,,6.0,83,Medaglione,0,64,290,3.5,19,3,Sab,5.9,PC,1.1,5,169,0,Spender,Pubblicità,19,0
23816,Patricia,43.0,F,Philippines,Douglastown,Sports therapist,Superiore,8,Guerriero,22,56.0,12.0,9,Bomba,499,402,182,13897,2520.0,4.0,90,Scudo,0,471,211,0.8,71,11,Lun,48.8,PC,1.2,0,178,4,Hardcore,Organic,3,1
23817,Rachel,35.0,M,Nauru,Port Miguelchester,Barrister's clerk,Superiore,3,Guerriero,48,58.0,38.0,10,Scudo,301,31,232,10468,2989.0,1.0,73,"Medaglione,Bomba",0,247,207,1.1,25,13,Ven,49.5,Mobile,1.2,8,41,8,Spender,Pubblicità,4,0
23818,Nathan,48.0,M,Netherlands Antilles,Vanessashire,"Accountant, chartered certified",Università,9,Guerriero,11,71.0,17.0,1,"Pozione,Spada,Bomba",449,256,289,16090,2188.0,1.0,51,"Scudo,Pozione,Bomba",1,659,326,3.4,41,9,Dom,59.5,PC,1.1,7,254,6,Casual,Pubblicità,12,0
23819,Cody,67.0,F,Gibraltar,West Darren,Arts administrator,Superiore,1,Mago,19,56.0,9.0,4,"Pozione,Medaglione,Pozione",8,276,138,9013,2894.0,7.0,45,"Scudo,Scudo,Pozione",1,15,7,3.8,170,10,Mer,57.1,PC,1.2,9,157,4,Casual,Pubblicità,2,1
23820,Haley,28.0,F,Indonesia,Jennifermouth,Mudlogger,Superiore,4,Guerriero,14,49.0,17.0,15,"Spada,Scudo,Bomba",497,391,252,13566,3584.0,1.0,66,"Pozione,Scudo",0,601,123,4.2,46,9,Lun,21.1,Mobile,1.2,2,61,1,Casual,Organic,7,0
23821,Jennifer,58.0,M,Aruba,Markmouth,"Scientist, water quality",Superiore,6,Guerriero,54,37.0,35.0,13,"Medaglione,Scudo",272,26,301,11709,3270.0,0.0,5,"Scudo,Spada",0,272,67,3.9,8,10,Sab,63.9,Mobile,2.0,2,43,5,Casual,Organic,17,0
23822,Rodney,15.0,F,India,Brandonbury,Optometrist,Post-Laurea,4,Ladro,28,87.0,28.0,17,"Scudo,Spada",246,370,403,15198,1103.0,2.0,24,Bomba,0,621,50,0.5,104,2,Ven,8.4,PC,1.2,8,169,8,Hardcore,Pubblicità,6,0
23823,Nicholas,53.0,F,Rwanda,Haroldview,"Nurse, mental health",Università,2,Guerriero,78,86.0,39.0,20,"Scudo,Pozione",463,374,333,13347,2773.0,10.0,7,"Bomba,Scudo",0,998,154,3.8,30,9,Gio,64.2,Mobile,1.1,6,208,0,Casual,Referral,19,0
23824,Julia,55.0,M,Italy,Bonniestad,Aeronautical engineer,Superiore,1,Mago,41,56.0,18.0,8,"Scudo,Pozione,Pozione",295,427,376,18380,1084.0,24.0,24,Scudo,0,609,3,0.5,38,12,Dom,42.8,PC,2.0,1,272,4,Spender,Referral,5,1
23825,Amy,29.0,M,Mauritius,East Terriland,Engineering geologist,Scuola Media,7,Guerriero,81,67.0,25.0,9,"Bomba,Scudo,Pozione",294,418,332,10696,,4.0,92,Scudo,0,286,59,0.5,52,8,Gio,49.4,Mobile,1.2,8,39,8,Casual,Pubblicità,17,0
23826,Gina,58.0,M,Botswana,New Joelview,Ceramics designer,Superiore,5,Mago,46,23.0,29.0,4,"Medaglione,Spada,Medaglione",98,466,94,10911,3502.0,3.0,26,"Spada,Medaglione,Medaglione",0,699,345,2.8,33,14,Mer,52.2,PC,1.2,4,288,7,Casual,Referral,7,0
23827,Brian,54.0,F,Cambodia,Michellebury,Fish farm manager,Scuola Media,4,Mago,48,91.0,33.0,12,Bomba,273,244,289,5710,1477.0,5.0,47,"Bomba,Bomba",1,951,362,0.8,123,15,Mar,38.8,Mobile,1.2,2,237,7,Casual,Pubblicità,10,0
23828,Adrian,24.0,F,Kenya,North Laurabury,"Radiographer, therapeutic",Superiore,9,Mago,81,40.0,12.0,2,"Pozione,Bomba",124,42,418,10818,3080.0,10.0,74,Medaglione,1,568,27,2.1,37,11,Dom,27.2,PC,1.1,7,21,5,Casual,Pubblicità,4,1
23829,William,37.0,F,Aruba,Port Alexanderport,Pensions consultant,Università,1,Ladro,88,25.0,8.0,10,"Pozione,Bomba,Pozione",99,342,292,7591,,1.0,64,Medaglione,1,12,71,1.4,93,9,Mar,52.8,Mobile,2.0,8,14,7,Casual,Organic,0,0
23830,Jessica,58.0,F,Gabon,Serranoborough,Horticultural therapist,,6,Mago,54,37.0,37.0,9,"Bomba,Pozione",39,310,397,11184,2352.0,,1,"Bomba,Medaglione",0,983,90,2.3,128,8,Dom,60.8,Mobile,1.1,9,183,0,Hardcore,Organic,1,0
23831,Jordan,27.0,M,Turkey,Lindseyside,TEFL teacher,Università,4,Mago,43,20.0,5.0,7,"Medaglione,Scudo,Bomba",385,353,269,10805,4289.0,25.0,65,Scudo,0,896,298,3.7,31,10,Dom,27.3,PC,1.0,1,137,4,Casual,Pubblicità,3,0
23832,Alexander,38.0,M,Dominica,North Troymouth,Clinical biochemist,,10,Mago,100,29.0,49.0,13,"Medaglione,Spada,Spada",33,58,150,2971,3009.0,11.0,84,"Bomba,Medaglione,Bomba",0,610,357,3.0,125,7,Dom,41.2,Mobile,2.0,4,113,0,Casual,Organic,18,0
23833,Lisa,66.0,F,South Africa,Lake Pamelahaven,Communications engineer,Superiore,4,Ladro,48,49.0,48.0,7,"Bomba,Scudo,Medaglione",154,60,153,3455,3650.0,2.0,81,"Pozione,Spada",0,349,89,4.0,63,20,Dom,14.0,Mobile,1.0,8,276,7,Hardcore,Pubblicità,15,1
23834,Tyler,39.0,M,Bosnia and Herzegovina,New Samuelhaven,"Surveyor, hydrographic",Università,7,Mago,47,49.0,8.0,7,Medaglione,372,28,246,18978,3761.0,7.0,28,"Pozione,Pozione",0,133,253,1.1,99,0,Gio,5.8,PC,2.0,6,199,7,Casual,Pubblicità,2,0
23835,Nancy,16.0,M,Cape Verde,Port Traci,Tax inspector,Scuola Media,8,Ladro,20,33.0,25.0,19,Spada,332,51,439,15814,1455.0,7.0,1,"Scudo,Scudo",1,331,175,3.0,59,6,Gio,21.1,PC,1.1,0,232,0,Casual,Pubblicità,14,0
23836,Jennifer,65.0,F,Hungary,Joshuamouth,Chartered loss adjuster,Università,5,Guerriero,30,56.0,9.0,10,Pozione,72,497,269,7971,3822.0,44.0,51,Scudo,0,314,126,1.8,156,10,Ven,51.9,PC,2.0,6,154,7,Spender,Pubblicità,0,0
23837,George,39.0,F,Canada,New Sarah,Personal assistant,Scuola Media,10,Guerriero,75,90.0,28.0,4,"Spada,Spada",498,22,183,19080,4083.0,,82,Scudo,0,773,6,2.0,91,13,Mar,58.9,Mobile,1.1,7,38,6,Hardcore,Organic,14,0
23838,Raymond,58.0,F,Bermuda,Port Michelle,Chief Technology Officer,Università,9,Guerriero,33,61.0,29.0,13,"Medaglione,Spada,Spada",75,331,278,18953,1528.0,2.0,4,"Scudo,Scudo,Spada",0,290,258,3.4,57,1,Mar,61.8,PC,1.1,5,56,6,Casual,Organic,18,1
23839,Michael,35.0,M,Christmas Island,South Mary,Advice worker,Superiore,1,Guerriero,91,33.0,13.0,15,"Bomba,Spada,Spada",399,310,282,15212,721.0,7.0,37,Scudo,1,577,177,4.6,166,20,Lun,46.7,Mobile,1.2,1,97,5,Casual,Organic,4,0
23840,Jaime,62.0,M,Sri Lanka,Lake Jonathan,Structural engineer,Superiore,8,Mago,72,40.0,47.0,19,"Bomba,Scudo,Medaglione",163,112,279,2423,3821.0,18.0,30,"Spada,Bomba,Pozione",0,276,214,3.8,6,0,Sab,24.4,Mobile,2.0,3,39,6,Hardcore,Referral,15,0
23841,Diane,15.0,F,Djibouti,Port Masonburgh,"Therapist, sports",Scuola Media,10,Guerriero,49,63.0,31.0,5,"Scudo,Pozione,Pozione",120,289,79,16625,2786.0,12.0,10,"Pozione,Spada",1,600,310,3.1,162,11,Mar,50.7,Mobile,1.2,2,233,3,Hardcore,Pubblicità,15,1
23842,Regina,29.0,F,Algeria,Heatherchester,Medical secretary,Università,2,Guerriero,41,55.0,10.0,2,"Bomba,Spada",282,66,354,13872,4913.0,3.0,49,Spada,0,469,337,4.6,64,7,Sab,46.7,PC,1.2,1,149,2,Casual,Pubblicità,2,1
23843,Christina,36.0,M,Dominica,West Kirkburgh,Lobbyist,Scuola Media,8,Guerriero,43,93.0,9.0,9,"Spada,Pozione,Bomba",414,109,241,2804,4215.0,9.0,76,"Medaglione,Medaglione,Pozione",1,794,68,3.6,15,19,Mer,58.9,PC,1.1,3,165,5,Casual,Pubblicità,8,0
23844,Katherine,42.0,M,British Virgin Islands,South Bettystad,"Scientist, research (maths)",Università,1,Mago,24,100.0,11.0,3,"Medaglione,Scudo,Spada",164,223,109,2470,4529.0,3.0,14,"Pozione,Bomba",1,458,23,5.0,80,17,Lun,60.2,Mobile,1.2,3,87,0,Casual,Organic,11,0
23845,Thomas,66.0,M,Maldives,Nathanfurt,Restaurant manager,Università,10,Mago,52,33.0,9.0,10,Bomba,395,128,412,11060,3916.0,2.0,88,Bomba,0,125,180,3.2,5,8,Lun,8.7,PC,1.1,6,123,7,Hardcore,Pubblicità,5,0
23846,William,61.0,F,Belize,Lopezshire,Records manager,Superiore,1,Mago,60,38.0,32.0,5,Scudo,44,37,321,12218,207.0,23.0,42,Scudo,0,519,282,3.3,35,14,Lun,15.1,PC,1.1,3,198,1,Hardcore,Organic,4,0
23847,William,60.0,F,Gambia,Clementsfort,Health and safety inspector,Università,10,Mago,51,96.0,17.0,7,Pozione,367,292,235,17503,2595.0,6.0,93,Bomba,1,565,59,1.5,94,10,Mer,18.4,PC,1.1,3,204,7,Hardcore,Pubblicità,5,0
23848,Joseph,29.0,M,Saint Vincent and the Grenadines,West Sheryl,Clinical cytogeneticist,Università,9,Mago,63,61.0,49.0,1,Pozione,370,370,154,17668,2437.0,10.0,88,Pozione,1,586,96,2.6,166,3,Sab,38.7,PC,1.0,3,115,2,Spender,Organic,7,1
23849,Laurie,60.0,M,New Zealand,West Susanmouth,Futures trader,Scuola Media,1,Guerriero,79,60.0,25.0,15,"Scudo,Medaglione,Pozione",403,102,344,19588,4910.0,3.0,62,"Scudo,Bomba,Pozione",0,375,342,2.4,9,19,Mer,33.3,Tablet,1.1,2,209,0,Casual,Referral,19,0
23850,Tim,,,Lao People's Democratic Republic,Melindaland,Sports development officer,Superiore,4,Guerriero,59,89.0,24.0,13,"Bomba,Scudo",413,128,223,7172,3855.0,1.0,71,Bomba,0,857,27,5.0,99,0,Ven,13.7,Tablet,1.0,5,23,9,Casual,Pubblicità,9,1
23851,Keith,45.0,M,Uruguay,Patriciaborough,IT sales professional,Scuola Media,5,Guerriero,94,57.0,48.0,12,"Pozione,Pozione,Pozione",449,180,8,14960,3859.0,1.0,85,"Spada,Spada",0,662,48,4.5,172,9,Lun,53.1,Mobile,1.0,3,177,1,Hardcore,Referral,1,1
